,nome,codigo,descricao
920,WINDOWS 10 PRO 32/64BITS COA,85423221,"Memórias, montadas, próprias para montagem em superfície (SMD - Surface Mounted Device), dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH"
921,"CASE PARA NOTEBOOK ATE 15,6 PT/CZ BO400",42021220,"Malas, maletas e pastas, de matérias têxteis"
923,NOTEBOOK LENOVO GAMING 3I-15IMH,84713019,"Outras máquinas digitais para processamento de dados, bateria/elétrica, portáteis, peso <= 10 kg"
937,RESISTENCIA BRASLIDER 220V 5400W MAXI-DUCHA,85168090,"Outras resistências de aquecimento, uso doméstico"
939,AEROPUFF CONTADOR ADULTO,90192020,Aparelhos de aerossolterapia
941,CANETA ALTA ROTACAO,90184100,"Aparelhos dentários de brocar, mesmo combinados numa base comum com outros equipamentos dentários"
942,"FILME PVC 30 M X 28 CM ; (total aproximado de tributos: 51,85)",39204390,"Outras chapas de polímero cloreto de vinila, que contenham, em peso, pelo menos 6 % de plastificantes"
944,DESINFEC VITAL WIPES / LENCOS UMEDECIDOS PCT 100,38089419,"Outros desinfetantes, apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias"
945,"CAMPO CIRURGICO OFTALMICO CERCA DE 1,00 M X 1,25 CM, ESTERIL",63079010,"Outros artefatos confeccionados, de falso tecido"
948,Projetor Multimidia Vivibright F30,85286990,Outros projetores
951,PROJETOR MULTIMÍDIA EPSON  W42+,85286910,"Projetores, com tecnologia de dispositivo digital de microespelhos (DMD - Digital Micromirror Device)"
952,MONITOR ANI V2,90181100,Eletrocardiógrafos
957,COLETOR DE URINA BOLSA PLASTICA 2000ML,30069110,"Bolsas para uso em colostomia, ileostomia/urostomia"
958,TRANSDUTOR DESCARTAVEL KMP ZAMMI OK,90183929,"Outras sondas, catéteres e cânulas"
959,ARQUITETURA RELIGIOSA COLONIAL NO RIO DE JANEIRO,49019900,"Outros livros, brochuras e impressos semelhantes"
982,SOLUCAO ANTICOAGULANTE PARA AFERESE FORMULA-A USP - SOLUCAO ACDA 500ML JP - - Lt: 843221 - Val: 30-05-2023 - Fab: 01-0,39269090,Outras obras de plásticos
984,"HP2015-4L - TOLUENO 99,9% HPLC - 4 l - BIOGRADE",29023000,Tolueno
985,HP1626-GL4L - 2-PROPANOL HPLC,29051220,Álcool isopropílico
986,HP1368-GL1L - ALCOOL METILICO HPLC,29051100,Metanol (álcool metílico)
987,HP0103-GL4L - ACETONA HPLC,29141100,Acetonas que não contenham outras funções oxigenadas
988,"1-BUTANOL, 99.9% PRODUTO CONTROLADO PELA POLICIA FEDERAL ALCOOL N-BUTILICO 100%,0,81 G/ML,L, CONV.:1",29051300,Butan-1-ol (álcool n-butílico)
989,BUTANÓIS | ONU 1120 BUTANÓIS QUANT LTDA (classe: 3) G.E: III 0.810KG ACIDO ESTEARICO 95%,29157020,Ácido esteárico (ácido monocarboxílico acíclico saturado)
990,"ÁLCOOL ETÍLICO 65 INPM, APLICAÇÃO PRODUTO DE LIMPEZA",39261000,"Artigos de escritório e artigos escolares, de plásticos"
994,Aparelho emissor com receptor incorporado digital com frequencia dualband funciona em 24 ou 5 GHz Ponto de Acesso,85176277,"Outros aparelhos emissores com receptor incorporado, digitais, de frequência inferior a 15 GHz"
1001,Conversor estatico retificador de cristal semicondutor fonte de alimentacao AC 1KW config 5 com tensao de alimen,85044090,Outros conversores elétricos estáticos
1002,PHMETRO MICROPROCESSADO DIGITAL DE BANCADA MODELO DL-PH 5 BOTOES DL-PH,90278014,Aparelhos medidores de pH
1005,GAS P 45,27111910,Gás liquefeito de petróleo (glp)
1008,TROCADOR CALOR KS 150 220V TRIF,84186100,"Bombas de calor, excluindo as máquinas e aparelhos de ar-condicionado da posição 8415"
1009,BOMBA COMBUSTIVEL,84131100,"Bombas para distribuição de combustíveis ou lubrificantes, dos tipos utilizados em postos de serviço ou garagens"
1011,"CAIXA PAP TRAT P/81 TUBOS 1,5-2ML Lote No 112521 Validade: Indeterminada",48192000,"Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados"
1023,CHEIRO VERDE,7123900,"Outros cogumelos e trufas, secos, mesmo cortados, etc."
1028,MANDIOCA DESCASCADA,7141000,"Raízes de mandioca, frescas, refrigeradas, congeladas ou secas"
1037,CABO,84314929,Outras partes de máquinas e aparelhos de terraplanagem etc
1038,COLETOR,84099915,"Coletores de admissão ou escape, para motores diesel/semi"
1041,MANGUEIRA,40093100,"Tubos de borracha vulcanizada não endurecida, reforçados apenas com matérias têxteis ou associados de outra forma apenas com matérias têxteis, sem acessórios"
1044,PLACA ELETRONICA,90329010,"Circuito impresso montado, para aparelhos automáticos de regulação, etc"
1046,COPO,84799090,Outras partes de máquinas e aparelhos mecânicos com função própria
1062,LUVA RAPEL C/ REFORCO ( PALMA VAQUETA / DORSO NYLON ) PRETO - CA25636 - TECMATER,42032900,"Outras luvas, mitenes e semelhantes, de couro natural ou reconstituído"
1063,MOSQUETAO ACO OVAL 25kN PRETO OPERACOES ESPECIAIS - CE-EN - FOR ROPE,73262000,Obras de fios de ferro ou aço
1064,"CORDA SEMI ESTATICA - 11,5mm - TOTALMENTE PRETO - K2",56075011,"Cordéis, cordas e cabos, de fibras de náilon"
1066,POLO BATERIA (NOVO),85389090,Outras partes para aparelhos de interrupção de circuito elétrico
1068,MANGUEIRA RESERVATORIO PARABRISA (NOVO),45049000,Outras obras de cortiça aglomerada
1069,"TUBO P/ BOMBA PERISTALTICA 'PVC', 2 TAG, 0,44MM ID, VERDE/AMARELO, PCT C/ 12 UNIDADES",90279091,Partes e acessórios para espectrómetros de emissão óptica
1111,CETOPROFENO 50MG/ML - SOL. INJ. - 25AMPX2ML,30049039,"Outros medicam.c/compostos de funcao amina,etc.em doses"
1112,"CIMENTO PORTLAND, MATERIAL POZOLÂNICO, TIPO CPIV-32",25232910,"Cimentos 'portland', comuns"
1115,OLEO MOTOR 10W40 MOBIL FLEX,34039900,"Outras preparações lubrificantes/antiaderentes/antiferrugem, etc"
1117,FILTRO COMBUSTIVEL,84212990,Outros aparelhos para filtrar ou depurar líquidos
1120,FLANGE AGUA CABECOTE,84133010,"Bombas para gasolina ou álcool, próprias para motores de ignição por centelha ou por compressão"
1122,KIT ROLAMENTO RODA TRASEIRA,84822090,Outros rolamentos de roletes cônicos
1124,CARCACA BOMBA D AGUA,85113020,Bobinas de ignição para motores de ignição por centelha ou por compressão
1125,SOLUCAO ARREFECEDORA (PARAFLU),38200000,Preparações anticongelantes e líquidos preparados para descongelamento
1126,RESERVATORIO EXPANSAO,87089100,Radiadores para tratores e veículos automóveis
1130,CORREIA DENTADA,40103500,"Correias de transmissão sem fim, síncronas, com uma circunferência externa superior a 60 cm, mas não superior a 150 cm, de borracha vulcanizada"
1135,SENSOR NIVEL COMBUSTIVEL,90261029,Outros instrumentos e aparelhos para medida/controle do nível
1138,LUVA NITRILICA BOMPACK MED P/PROCED. S/PO AZUL M C,40151900,"Outras luvas de borracha vulcanizada, não endurecida"
1140,QDO LOUSA VERDE QUADRIC MOLD MAD 125x300,96100000,"Lousas e quadros para escrever ou desenhar, mesmo emoldurados"
1142,trio organizador de mesa acrilico waleu,95030080,"Outros brinquedos, apresentados em sortidos ou em panóplias"
1147,"SAIS DE REIDRATACAO ORAL ENVELOPE 27,9G CX 100",30049029,"Outros medicamentos contendo ácido monocarboxílico acíclico não saturado, exceto em doses"
1148,CHOCOLATE EM PO 200 GR,18061000,"Cacau em pó, com adição de açúcar ou outros edulcorantes"
1149,UVA PASSA PRETA 1 KG,8062000,Uvas secas (passas)
1150,LENTILHA 500G,18063210,"Chocolate não recheado, em tabletes, barras e paus"
1151,GRAO DE BICO 500 GR,7132090,"Outros grãos-de-bico, secos"
1162,AVGAS 100 (GASOLINA DE AVIACAO),27101251,Gasolinas para aviação
1163,VENT. EVAP. ROTO 95 TOUCH M/F 220V,84796000,Aparelhos de evaporação para arrefecimento do ar
1164,MULTIMETRO DIGITAL CATIII 3 5/6 DIG./ TRUE RMS,90303100,Multímetros sem dispositivo registrador
1166,FONTE DE ALIMENTACAO DC 0-30V/0-3A CANAL D,85044029,"Outros retificadores, exceto carregadores de acumuladores"
1173,BATATA INGLESA BRANCA IN NATURA,7019000,"Batatas, frescas ou refrigeradas, exceto para semeadura"
1178,MANGA IN NATURA,8045020,Mangas frescas ou secas
1205,SAL GROSSO 1KG,25010019,"Outros tipos de sal a granel, sem agregados"
1206,OVO BRANCO 30 UND,4071100,"Ovos fertilizados destinados à incubação, de aves da espécie Gallus domesticus"
1213,LOCACAO DE ATIVO IMOBILIZADO CONFORME CONTRATO SECRETARIA FRANQUIA,49119900,Outros impressos
1220,SERROTE PODADOR CABO EXTENSIVEL 3M,82021000,"Serras manuais, de metais comuns"
1221,ALFAJOR COMUM CHOCOLATE BRANCO,21050010,"Sorvetes, mesmo que contenham cacau, em embalagens imediatas de conteúdo inferior ou igual a 2 kg"
1237,CEBOLINHA E SALSA IN NATURA,7139010,"Outros legumes de vagem, secos, em grãos, para semeadura"
1241,ABACATE IN NATURA,8044000,Abacates frescos ou secos
1243,PERA IN NATURA,8134010,Pêras secas
1244,PESSEGO IN NATURA,20087010,"Pêssegos, incluindo as nectarinas, preparados ou conservados em água edulcorada, incluindo os xaropes"
1254,CEBOLA IN NATURA,7031011,"Cebolas, frescas ou refrigeradas, para semeadura"
1262,NB UPS SENOIDAL - MSI 2200N BIVOL/120V 36V,85044040,Equipamento de alimentação ininterrupta de energia (UPS ou No break)
1263,CILINDRO ORIGINAL PARA IMPRESSORA BROTHER MFC-L8850CDW REFERENCIA:DR311CL,84439923,Outros cartuchos de tinta
1266,PROPOFOL INJETAVEL10MG/ML 5AMPX20ML,30049095,"Medicamento contendo propofol, busulfano, mitotano, em doses"
1278,PLACA,84733049,Outros circuitos impressos para máquinas automáticas de processamento de dados
1281,CONTROLE REMOTO,90308990,"Outros instrumentos e aparelhos para medida controle de eletricidade, etc"
1283,COMPRESSOR,84143099,Outros compressores para equipamentos frigoríficos
1284,MOTOR,84251100,"Talhas, cadernais e moitões, de motor elétrico"
1467,FITA PRA ROTULADORA K231 COMPATVEL,39191090,"Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plásticos, em rolos de largura não superior a 20 cm, de outros materiais"
1492,PAPEL LINHO A4 180GRS BRANCO 50 FLS OFFPAPER,48025810,"Outros papéis e cartões,sem fibras obtidas por processo mecânico ou químico-mecânico ou em que a percentagem destas fibras < 10 %,em peso,do conteúdo total de fibras, p > 150 g/m2,em tiras ou rolos l < 15 cm ou em folhas em que nenhum lado > 360 mm..."
1493,ESTILETE ESTREITO METAL TRAVA SIMPLES BRW,82119390,"Outras facas exceto de lâmina fixa, de metais comuns"
1494,PASTA SUSPENSA MARM PLASTIF COM VISOR FRAMA,48209000,"Outros artigos de papel/cartão, para escritório/papelaria, etc"
1499,TANQUE DE COMBUSTIVEL PARA O GERADOR DE EMERGENCIA DA ANM SEDE,73089090,"Outras construções e suas partes, de ferro fundido/ferro/aço"
1500,UN,85063090,"Outras pilhas e baterias de pilhas, de óxido de mercúrio"
1531,PECAS/ACESSORIOS EQUIPAMENTOS ESPECIALIZADOS,90311000,Máquinas de balancear (equilibrar) peças mecânicas
1539,COUVE,7042000,"Couve-de-bruxelas, fresca ou refrigerada"
1550,ABOBORA,7099300,"Abóboras, abobrinhas e cabaças, fresca ou refrigerada"
1555,TUBETE TT23. 70MM X 23MM X 25MM. 100UN/PCT. ALPHARAD (L: 071121L | F: 01/11/2021 | V: Indeterminada),48229000,"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, para outros usos"
1557,FILTRO PLASTICO PARA ESPIROMETRIA ALPHA 01. ALPHARAD (L: 761121A01L | F: 01/11/2021 | V: Indeterm.),90181990,Partes de aparelhos de eletrodiagnóstico
1571,"2,2-Bipyridyl greener alternative ReagentPlus®, >=99% (04 FR X 25G)",29333989,"Outros compostos heterocíclicos contendo piridina, n- rad.alquila, etc"
1572,NITRATO DE PRATA PA-ACS - GRAMA (05 FR X 100G),28432100,Nitrato de prata
1573,SULFATO DE PRATA PA/ACS - GRAMA (05 FR X 100G),28432990,Outros compostos de prata
1574,TWEEN® 40 viscous liquid (01 FR X 100 ML),34021300,"Agentes orgânicos de superfície, não iônicos"
1581,GAS CANALIZADO COMERCIAL - M3,27112100,Gás natural no estado gasoso
1583,4-Bromoaniline 97% (01 FR X 5G),29214290,Outros derivados da anilina e seus sais
1588,PLACA DE CIRCUITO D885 COM SUPORTE,90330000,"Partes e acessórios não especificados nem compreendidos noutras posições do presente Capítulo, para máquinas, aparelhos, instrumentos ou artigos do Capítulo 90"
1591,ALFACE IN NATURA (UND),7051100,"Alfaces repolhudas, frescas ou refrigeradas"
1595,LIMAO  IN NATURA,33011300,"Óleo essencial, de limão"
1596,TANGERINA IN NATURA,8052100,Mandarinas (incluindo as tangerinas e as satsumas)
1602,AMOSTRAS LABORATORIAIS,2012090,"Outras peças não desossadas de bovino, frescas ou refrigeradas"
1608,LUVA NITRILICA TAM. M - AZUL,39262000,"Vestuário e seus acessórios, de plásticos, inclusive luvas"
1611,ESPACO MORTO COM CONECTOR- CATETER MOUNT Ser.: 21E0413FAX x1,90192090,Aparelhos de ozonoterapia e outros de terapia respiratória
1620,FILME MEDICO DRYDT2B/1 35.60CMX43.20CM 100FL COD.AGFA : EKL9M,37011010,"Chapas e filmes planos, para raios X, sensibilizados em uma face, não impressionados"
1634,TUBO DE COBRE FLEXIVEL 3/4 PAREDE 1/32,74111010,"Tubos de cobre refinado, não aletados nem ranhurados"
1638,ISOLAMENTO ELASTOMERICO 3/4 9MM,40091100,"Tubo de borracha vulcanizada não endurecida, não reforçado, sem acessórios"
1642,FITA PVC BRANCA,39191020,"Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plásticos, em rolos de largura não superior a 20 cm, de poli(cloreto de vinila)"
1650,SUPORTE PARA CONDENSADORA 400MM,72169100,"Outros perfis de ferro ou aço não ligado, obtidos ou acabados a frio a partir de produtos laminados planos"
1660,CARNE DE PORCO TIPO TOUCINHO,2091011,"Toucinho de porco, fresco, refrigerado ou congelado"
1666,RESÍDUOS LÍQUIDOS AQUOSOS CONTENDO SUBSTÂNCIAS PERIGOSAS - CÓDIGO ONU 2814 - CLASSE RISCO 6-GRUPO DE EMBALAGEM III,38252000,Lamas de tratamento de esgotos
1668,Tesoura de Poda Vonder TP3208 8pol com Cabo Emborrachado,82015000,"Tesouras de podar (incluindo as tesouras para aves) manipuladas com uma das mãos, de metais comuns"
1670,Papel A4 Branco Go Office Misto 75g 500fls,48025610,"Outros papéis e cartões,sem fibras obtidas por processo mecânico ou químico-mecânico ou em que a percentagem destas fibras < 10 %, em peso,do conteúdo total de fibras,de peso >= 40 g/m2, mas < 150 g/m2,em que nenhum lado exceda 360 mm, quando não dobradas"
1672,Mouse Pad com Apoio Ergonomico C3 Tech Plus MP-200 Preto,40161090,Outras obras de borracha alveolar vulcanizada não endurecida
1676,SENSORES DE PRESENÇA DE LÂMPADA-Qualitronix,85437099,Outras máquinas e aparelhos elétricos com função própria
1677,Fita Crepe 3M 48mmX50m 101LA,48114190,"Outros papéis e cartões auto-adesivos, em rolos ou folhas"
1679,"LUVA CIRÚRGICA LÁTEX SEM PÓ TAMANHO 6,5 - SANRO - LOTE: 284211 FAB. 10/2021 VAL. 10/2024.",40151100,"Luvas para cirurgia, de borracha vulcanizada, não endurecida"
1682,CAIXA MULTIUSO HERMETICA CZ BABY,39231090,"Outros artigos semelhantes a caixas, engradados, etc, de plástico"
1686,ESTICADOR DROP FIO FE - PT MULTITOC,85177091,"Gabinetes, bastidores e armações, para aparelhos transmissores/receptores"
1687,CONECTOR RJ45 CAT5 FURUKAWA,85369010,"Conectores para cabos planos constituídos por condutores paralelos isolados individualmente, para uma tensão não superior a 1.000 V"
1688,RACK 19 8U X 670MM ACR SOLDA PAREDE MAX ELETRON,94032000,Outros móveis de metal
1692,Webcam Video Chamada Go Tech Office HD 720P,85258029,Outras câmeras de vídeo de imagens fixas
1693,Headset USB Multilaser PH334 VOIP Biauricular Preto/Vermelho,85183000,"Fones de ouvido, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes)"
1699,Lampada Fluorescente Ourolux Espiral 04710 15Watts 127V Quen,85393111,Sem descrição
1701,"Clips Galvanizado Go Office 2/0 Fio 0,90mm Leve CX 100UN",83059000,"Molas para papéis, outros objetos de escritório, de metais comuns"
1703,PEPTONE WATER (TAMPONADA) Embalagem :500G,38210000,"Meios de cultura preparados para o desenvolvimento e a manutenção de microrganismos (incluindo os vírus e os organismos similares) ou de células vegetais, humanas ou animais"
1707,"ESFIGMOMANÔMETRO ANALÓGICO, ANERÓIDE DE BRAÇO ADULTO - PREMIUM - LOTE: 521901 FAB. 12/2019 VAL. INDETERMINADA.",90189069,Sem descrição
1735,BIGORNA N 50,82059000,"Outros, incluindo os sortidos constituídos por artefatos incluídos em pelo menos duas das subposições da presente posição"
1736,BROCA HELICOIDAL GRADU 18P/REV FEM REF:J21 0 360,90184919,"Brocas para odontologia, de outras matérias"
2103,LEITE EM PO INTEGRAL,4021090,"Outros leites e cremes, em pó, com um teor, em peso, de matérias gordas, não superior a 1,5 %, concentrados ou adicionados de açúcar ou de outros edulcorantes"
2111,PERA WILLIAMS,8083000,"Pêras, frescas"
2114,COSTELA SUINA DA ESCOLA,2063000,"Miudezas comestíveis de suíno, frescas ou refrigeradas"
2117,DOCE DE FIGO DA ESCOLA,20079990,"Doces, pures e pastas, de outras frutas"
2124,MUDAS FRUTICULTURA DIV. P DA ESCOLA,6029029,Mudas de outras plantas ornamentais
2125,OVO CARTELA (GRANDE) DA ESCOLA,4079000,"Ovos de outras aves, não para incubação ou não frescos"
2127,MULETA CANADENSE ARTICULADA ADULTO - ALO - LOTE 2133314 - VAL. INDETERMINADA,90211010,Artigos e aparelhos ortopédicos
2129,AVASTIN 100MG/4ML IVIAL IV BR,30021520,Basiliximab (DCI); bevacizumab (DCI); daclizumab (DCI); etanercept (DCI); gemtuzumab ozogamicin (DCI); oprelvekin (DCI); rituximab (DCI); trastuzumab (DCI)
2142,"TELA MOSQUITEIRO, ALTA RESISTÊNCIA",58041090,"Outras tules, filós e tecidos de malhas com nós"
2149,Cadeira de rodas MOD. MA3E L50XP50XA50 - PRETO SEMI BRILHO NºSÉRIE : 64130,87131000,"Cadeiras de rodas, etc, sem mecanismo de propulsão"
2150,LAMINA BISTURI INOX NÚMERO 24 - LAMEDID - LOTE 25121041 VAL. 30/04/2026.,90189029,Outros bisturis
2151,CAMPO CIRÚRGICO FENESTRADO ESTÉRIL 50X50CM - POLAR FIX - 184 X LOTE: 48203 - FAB.: 14/04/2021 VAL.:14/04/2026 E 216 X,30059020,"Campos cirúrgicos, de falso tecido"
2179,REFRIGERADOR CONTINENTAL TC56,84181000,"Combinações de refrigeradores e congeladores (freezers), munidos de portas exteriores separadas"
2187,SMARTV HD 65' TCL 65P715,85287200,"Outros aparelhos receptores de televisão, a cores (policromo)"
2199,Batata Inglesa Kg,7101000,"Batatas, não cozidas ou cozidas em água ou vapor, congeladas"
